venue_id	title	issn_l
282504656492752916	Egyptian journal of bilharziasis	0301-8849
282504656492752918	The Egyptian journal of psychiatry : official journal of the Egyptian Psychiatric Association	1110-1105
282504656492752919	EHP toxicogenomics : journal of the National Institute of Environmental Health Sciences	1542-4359
282504656492752920	Eicosanoids	0934-9820
282504656492752921	Einstein (São Paulo, Brazil)	1679-4508
282504656492752922	Eisei Shikenjo hōkoku. Bulletin of National Institute of Hygienic Sciences	0077-4715
282504656492752923	E-ITV	0743-7773
282504656492752924	[Eiyŏ to shokuryŏ] Journal of the Japanese Society of Food and Nutrition	0021-5376
282504656492752926	Ekologiia	0367-0597
282504656492752927	Eksperimental'naia khirurgiia i anesteziologiia	0013-3329
282504656492752929	Eksperimental'naia i klinicheskaia farmakologiia	0869-2092
282504656492752930	Ėksperimental'nai︠a︡ i klinicheskai︠a︡ gastroėnterologii︠a︡ = Experimental & clinical gastroenterology	1682-8658
282504656492752931	Eksperimentalna meditsina i morfologiia	0367-0643
282504656492752932	Eksperimentalʹnai︠a︡ onkologii︠a︡	0204-3564
282504656492752933	Elderly care	1369-1856
282504656492752934	Electrodiagnostic-Thérapie	0424-8120
282504656492752935	Electroencephalography and clinical neurophysiology	0013-4694
282504656492752936	Electroencephalography and clinical neurophysiology. Supplement	0424-8155
282504656492752937	Electromagnetic biology and medicine	1536-8386
282504656492752938	Electromyography and clinical neurophysiology	0301-150X
282504656492752939	Electromyography	0013-4732
282504656492752941	Electron microscopy reviews	0892-0354
282504656492752942	Electrophoresis	0173-0835
282504656492752944	eLife	2050-084X
282504656492752946	The EMBO journal	0261-4189
282504656492752947	EMBO molecular medicine	1757-4676
282504656492752948	EMBO reports	1469-221X
282504656492752949	Embryologia	0367-0228
282504656492752950	Emergency department news : EDN	0195-3281
282504656492752951	Emergency health services quarterly	0163-9358
282504656492752952	Emergency health services review	0738-6192
282504656492752953	Emerging health threats journal	1752-8550
282504656492752954	Emerging infectious diseases	1080-6040
282504656492752955	Emergency medicine (Fremantle, W.A.)	1035-6851
282504656492752956	Emergency medicine	0013-6654
282504656492752957	Emergency medicine Australasia : EMA	1742-6723
282504656492752958	Emergency medicine clinics of North America	0733-8627
282504656492752959	Emergency medicine journal : EMJ	1472-0205
282504656492752960	Emergency medicine practice	1524-1971
282504656492752961	Emergency medical services	0094-6575
282504656492752962	Emerging microbes & infections	2222-1751
282504656492752963	Emergency nurse : the journal of the RCN Accident and Emergency Nursing Association	1354-5752
282504656492752964	Emergency planning digest	0317-3518
282504656492752965	Emergency radiology	1070-3004
282504656492752966	Emerging topics in life sciences	2397-8554
282504656492752967	Emergencias : revista de la Sociedad Española de Medicina de Emergencias	1137-6821
282504656492752968	Emergency	0162-5942
282504656492752969	Emotion (Washington, D.C.)	1528-3542
282504656492752970	Emphasis, nursing	0886-7143
282504656492752971	Employee benefits journal	0361-4050
282504656492752972	Employee health & fitness	0199-6304
282504656492752973	Employment relations today	0745-7790
282504656492752974	Employee benefit plan review	0013-6808
282504656492752975	Employee relations law journal	0098-8898
282504656492752976	EMS magazine	1946-4967
282504656492752977	EMS world	2158-7833
282504656492752979	Enantiomer	1024-2430
282504656492752980	L'Encéphale	0013-7006
282504656492752981	Endeavour	0160-9327
282504656492752982	Endo : revue française d'endodontie : publication officielle de la Société française d'endodontie	1168-5476
282504656492752983	Endocrine development	1421-7082
282504656492752984	Endocrine journal	0918-8959
282504656492752985	Endocrine, metabolic & immune disorders drug targets	1871-5303
282504656492752986	Endocrine pathology	1046-3976
282504656492752987	Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists	1530-891X
282504656492752988	Endocrine regulations	1210-0668
282504656492752989	Endocrine-related cancer	1351-0088
282504656492752990	Endocrine research	0743-5800
282504656492752991	Endocrine research communications	0093-6391
282504656492752992	Endocrine reviews	0163-769X
282504656492752993	Endocrinologia y terapéutica	0013-7243
282504656492752994	Endocrine	1355-008X
282504656492752995	Endocrinology, diabetes & metabolism	2398-9238
282504656492752996	Endocrinología, diabetes y nutrición	2530-0164
282504656492752997	Endocrinología, diabetes y nutrición	2530-0180
282504656492752998	Endocrinologia experimentalis	0013-7200
282504656492752999	Endocrinologia japonica	0013-7219
282504656492753000	Endocrinology and metabolism (Seoul, Korea)	2093-596X
282504656492753001	Endocrinology and metabolism clinics of North America	0889-8529
282504656492753002	Endocrinología y nutrición : órgano de la Sociedad Española de Endocrinología y Nutrición	1575-0922
282504656492753003	Endocrinologia e scienza della costituzione	0013-7197
282504656492753004	Endocrinologie	0253-1801
282504656492753005	Endocrinology	0013-7227
282504656492753006	Endodontics & dental traumatology	0109-2502
282504656492753007	Endodontic practice	1465-9417
282504656492753008	The Endodontic report	0899-8973
282504656492753009	Endodoncia (Madrid, Spain)	1130-9903
282504656492753011	Endokrinologie	0013-7251
282504656492753012	Endokrynologia, diabetologia i choroby przemiany materii wieku rozwojowego : organ Polskiego Towarzystwa Endokrynologów Dziecięcych	1234-625X
282504656492753013	Endokrynologia Polska	0423-104X
282504656492753014	Endoscopic surgery and allied technologies	0942-6027
282504656492753015	Endoscopy	0013-726X
282504656492753016	Endothelium : journal of endothelial cell research	1026-793X
282504656492753017	eNeuro	2373-2822
282504656492753018	Enfance; psychologie, pédagogie, neuropsychiatrie, sociologie	0013-7545
282504656492753019	Enfermería clínica	1130-8621
282504656492753020	Enfermería clínica (English Edition)	2445-1479
282504656492753021	Enfermedades infecciosas y microbiología clínica	0213-005X
282504656492753022	Enfermedades infecciosas y microbiologia clinica (English ed.)	2529-993X
282504656492753023	Enfermería intensiva	1130-2399
282504656492753024	Enfermería intensiva	2529-9840
282504656492753025	Enfermedades del tórax	0423-121X
282504656492753027	Enfermeria	0378-6285
282504656492753028	Enfoque	0101-3408
282504656492753029	Engineering in medicine	0046-2039
282504656492753030	ENLB. Emergency nurse legal bulletin	0098-1516
282504656492753033	Entomological news	0013-872X
282504656492753036	Environmental biology and medicine	0046-2233
282504656492753037	Environmental biosafety research	1635-7922
282504656492753038	Environmental entomology	0046-225X
282504656492753039	Environmental geochemistry and health	0269-4042
282504656492753040	Environmental health : a global access science source	1476-069X
282504656492753041	Environmental health perspectives	0091-6765
282504656492753042	Environmental health and preventive medicine	1342-078X
282504656492753044	Environment international	0160-4120
282504656492753045	Environmental letters	0013-9300
282504656492753046	Environmental management	0364-152X
282504656492753047	Environmental microbiology	1462-2912
282504656492753048	Environmental microbiology reports	1758-2229
282504656492753049	Environmental and molecular mutagenesis	0893-6692
282504656492753050	Environmental monitoring and assessment	0167-6369
282504656492753051	Environmental mutagenesis	0192-2521
282504656492753052	Environmental physiology & biochemistry	0300-5429
282504656492753053	Environmental pollution (Barking, Essex : 1987)	0269-7491
282504656492753054	Environmental quality and safety	0300-824X
282504656492753055	Environmental quality and safety. Supplement	0340-4714
282504656492753056	Environmental research	0013-9351
282504656492753057	Environmental sciences : an international journal of environmental physiology and toxicology	0915-955X
282504656492753058	Environmental science and pollution research international	0944-1344
282504656492753059	Environmental science. Processes & impacts	2050-7887
282504656492753060	Environmental science & technology	0013-936X
282504656492753061	Environmental technology	0959-3330
282504656492753062	Environmental toxicology	1520-4081
282504656492753063	Environmental toxicology and chemistry	0730-7268
282504656492753064	Environmental toxicology and pharmacology	1382-6689
282504656492753065	Enzyme	0013-9432
282504656492753066	Enzyme and microbial technology	0141-0229
282504656492753067	Enzyme & protein	1019-6773
282504656492753068	The Enzymes	1874-6047
282504656492753069	Enzymologia biologica et clinica	0425-1423
282504656492753070	Enzymologia	0013-9424
282504656492753071	Epatologia (Roma)	0013-9475
282504656492753072	Epheta; revista de enfermería y acción social	0071-0970
282504656492753073	Epidemics	1878-0067
282504656492753074	Epidemiological bulletin	0256-1859
282504656492753075	Epidemiology and community health	0142-467X
282504656492753076	Epidemiology and health	2092-7193
282504656492753077	Epidemiology and infection	0950-2688
282504656492753078	Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceské lékarské spolecnosti J.E. Purkyne	1210-7913
282504656492753079	Epidemiologia e prevenzione	1120-9763
282504656492753080	Epidemiologia e psichiatria sociale	1121-189X
282504656492753081	Epidemiology and psychiatric sciences	2045-7960
282504656492753082	Epidemiologic reviews	0193-936X
282504656492753083	Epidemiologia e serviços de saúde : revista do Sistema Unico de Saúde do Brasil	1679-4974
282504656492753085	Epidemiology (Cambridge, Mass.)	1044-3983
282504656492753086	Epigenetics	1559-2294
282504656492753087	Epigenetics & chromatin	1756-8935
282504656492753088	Epigenomics	1750-192X
282504656492753089	Epilepsia	0013-9580
282504656492753090	Epilepsia open	2470-9239
282504656492753091	Epilepsy & behavior : E&B	1525-5050
282504656492753092	Epilepsy research	0920-1211
282504662754848769	Epilepsy research. Supplement	0922-9833
282504662754848770	Epileptic disorders : international epilepsy journal with videotape	1294-9361
282504662754848772	Epithelial cell biology	0940-9912
282504662754848773	Equine veterinary journal	0425-1644
282504662754848775	Erfahrungsheilkunde	0014-0082
282504662754848777	Ergebnisse der Anatomie und Entwicklungsgeschichte	0071-1098
282504662754848779	Ergebnisse der Chirurgie und Orthopädie	0300-8681
282504662754848782	Ergebnisse der Hygiene, Bakteriologie, Immunitätsforschung und experimentellen Therapie	0367-0503
282504662754848783	Ergebnisse der inneren Medizin und Kinderheilkunde	0071-111X
282504662754848784	Ergebnisse der Mikrobiologie, Immunitätsforschung und experimentellen Therapie	0367-1003
282504662754848785	Ergebnisse der Physiologie, biologischen Chemie und experimentellen Pharmakologie	0080-2042
282504662754848786	Ergonomics	0014-0139
282504662754848789	Ernst Schering Research Foundation workshop	0947-6075
282504662754848790	La Escuela de farmacia	0367-0341
282504662754848791	ESC heart failure	2055-5822
282504662754848792	Esencia Odontologica	0716-9817
282504662754848793	ESMO open	2059-7029
282504662754848794	Esophagus : official journal of the Japan Esophageal Society	1612-9059
282504662754848795	Essays in biochemistry	0071-1365
282504662754848796	Essays in fundamental immunology	0301-4703
282504662754848797	Essays in neurochemistry and neuropharmacology	0147-0205
282504662754848798	Essential psychopharmacology	1087-495X
282504662754848800	Estomatologia e cultura	0014-1364
282504662754848801	Estomatologia	0014-1356
282504662754848803	ET journal	0195-9883
282504662754848804	Ethics & human research	2578-2355
282504662754848805	Ethics in science & medicine	0306-4581
282504662754848806	Ethiopian journal of health sciences	1029-1857
282504662754848807	Ethiopian medical journal	0014-1755
282504662754848808	Ethnicity & disease	1049-510X
282504662754848809	Ethnicity & health	1355-7858
282504662754848810	Etudes Sur Les Soins Et Le Service Infirmier	0338-3989
282504662754848811	Etudes néo-natales. Neo-natal studies	0423-5789
282504662754848812	The Eugenical news	0361-7769
282504662754848813	Eugenics quarterly	0097-2762
282504662754848815	Eugenics Society symposia	0071-223X
282504662754848817	Eukaryotic cell	1535-9786
282504662754848818	European addiction research	1022-6877
282504662754848819	European annals of allergy and clinical immunology	1764-1489
282504662754848820	European annals of otorhinolaryngology, head and neck diseases	1879-7296
282504662754848821	European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery	0937-4477
282504662754848822	European archives of oto-rhino-laryngology. Supplement	0942-8992
282504662754848823	European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry	1818-6300
282504662754848824	European archives of psychiatry and clinical neuroscience	0940-1334
282504662754848825	European archives of psychiatry and neurological sciences	0175-758X
282504662754848826	European biophysics journal : EBJ	0175-7571
282504662754848827	European cells & materials	1473-2262
282504662754848828	European child & adolescent psychiatry	1018-8827
282504662754848829	European cytokine network	1148-5493
282504662754848830	European eating disorders review : the journal of the Eating Disorders Association	1072-4133
282504662754848831	European endodontic journal	2548-0839
282504662754848832	European geriatric medicine	1878-7649
282504662754848833	European heart journal	0195-668X
282504662754848834	European heart journal. Acute cardiovascular care	2048-8726
282504662754848835	European heart journal. Cardiovascular Imaging	2047-2404
282504662754848837	European heart journal. Quality of care & clinical outcomes	2058-1742
282504662754848838	European journal of anaesthesiology	0265-0215
282504662754848839	European journal of anaesthesiology. Supplement	0952-1941
282504662754848840	European journal of applied physiology	1439-6319
282504662754848841	European journal of applied physiology and occupational physiology	0301-5548
282504662754848842	European journal of basic and applied histochemistry	1121-4201
282504662754848843	European journal of biochemistry	0014-2956
282504662754848844	European journal of cancer (Oxford, England : 1990)	0959-8049
282504662754848845	European journal of cancer	0014-2964
282504662754848846	European journal of cancer. Part B, Oral oncology	0964-1955
282504662754848847	European journal of cancer care	0961-5423
282504662754848848	European journal of cancer & clinical oncology	0277-5379
282504662754848849	European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP)	0959-8278
282504662754848850	European journal of cardiology	0301-4711
282504662754848851	European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery	1010-7940
282504662754848852	European journal of cardiovascular nursing	1474-5151
282504662754848853	European journal of cardiovascular prevention and rehabilitation : official journal of the European Society of Cardiology, Working Groups on Epidemiology & Prevention and Cardiac Rehabilitation and Exercise Physiology	1741-8267
282504662754848854	European journal of cell biology	0171-9335
282504662754848855	European journal of cell biology. Supplement	0724-5130
282504662754848856	European journal of clinical chemistry and clinical biochemistry : journal of the Forum of European Clinical Chemistry Societies	0939-4974
282504662754848857	European journal of clinical investigation	0014-2972
282504662754848858	European journal of clinical microbiology	0722-2211
282504662754848859	European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology	0934-9723
282504662754848860	European journal of clinical nutrition	0954-3007
282504662754848861	European journal of clinical pharmacology	0031-6970
282504662754848862	The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception	1362-5187
282504662754848863	European journal of dental education : official journal of the Association for Dental Education in Europe	1396-5883
282504662754848864	European journal of dermatology : EJD	1167-1122
282504662754848865	European journal of disorders of communication : the journal of the College of Speech and Language Therapists, London	0963-7273
282504662754848866	European journal of drug metabolism and pharmacokinetics	0378-7966
282504662754848867	European journal of echocardiography : the journal of the Working Group on Echocardiography of the European Society of Cardiology	1532-2114
282504662754848868	European journal of emergency medicine : official journal of the European Society for Emergency Medicine	0969-9546
282504662754848869	European journal of endocrinology	0804-4643
282504662754848870	European journal of epidemiology	0393-2990
282504662754848871	The European journal of esthetic dentistry : official journal of the European Academy of Esthetic Dentistry	1862-0612
282504662754848872	European journal of gastroenterology & hepatology	0954-691X
282504662754848873	The European journal of general practice	1381-4788
282504662754848874	European journal of genetics in society : an ethical approach to genetics	1023-9022
282504662754848875	European journal of gynaecological oncology	0392-2936
282504662754848876	European journal of haematology	0902-4441
282504662754848877	European journal of haematology. Supplementum	0902-4506
282504662754848878	The European journal of health economics : HEPAC : health economics in prevention and care	1618-7598
282504662754848879	European journal of health law	0929-0273
282504662754848880	European journal of heart failure	1388-9842
282504662754848881	European journal of histochemistry : EJH	1121-760X
282504662754848882	European journal of hospital pharmacy : science and practice	2047-9956
282504662754848883	European journal of human genetics : EJHG	1018-4813
282504662754848884	European journal of immunogenetics : official journal of the British Society for Histocompatibility and Immunogenetics	0960-7420
282504662754848885	European journal of immunology	0014-2980
282504662754848886	European journal of intensive care medicine	0340-0964
282504662754848887	European journal of internal medicine	0953-6205
282504662754848888	European journal of mass spectrometry (Chichester, England)	1469-0667
282504662754848889	The European journal of medicine	1165-0478
282504662754848890	European journal of medicinal chemistry	0223-5234
282504662754848891	European journal of medical genetics	1769-7212
282504662754848892	European journal of medical research	0949-2321
282504662754848893	European journal of morphology	0924-3860
282504662754848894	European journal of neurology	1351-5101
282504662754848895	The European journal of neuroscience	0953-816X
282504662754848896	European journal of nuclear medicine	0340-6997
282504662754848897	European journal of nuclear medicine and molecular imaging	1619-7070
282504662754848898	European journal of nutrition	1436-6207
282504662754848899	European journal of obstetrics, gynecology, and reproductive biology	0301-2115
282504662754848900	European journal of oncology nursing : the official journal of European Oncology Nursing Society	1462-3889
282504662754848901	European journal of ophthalmology	1120-6721
282504662754848902	European journal of oral implantology	1756-2406
282504662754848903	European journal of oral sciences	0909-8836
282504662754848904	European journal of orthodontics	0141-5387
282504662754848905	European journal of orthopaedic surgery & traumatology : orthopédie traumatologie	1633-8065
282504662754848906	European journal of paediatric dentistry	1591-996X
282504662754848907	European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society	1090-3798
282504662754848908	European journal of pain (London, England)	1090-3801
282504662754848909	European journal of pediatrics	0340-6199
282504662754848910	European journal of pediatric surgery : official journal of Austrian Association of Pediatric Surgery ... [et al] = Zeitschrift für Kinderchirurgie	0939-7248
282504662754848911	European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft für Pharmazeutische Verfahrenstechnik e.V	0939-6411
282504662754848912	European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences	0928-0987
282504662754848913	European journal of pharmacology	0014-2999
282504662754848914	European journal of physical and rehabilitation medicine	1973-9087
282504662754848915	European journal of preventive cardiology	2047-4873
282504662754848916	The European journal of prosthodontics and restorative dentistry	0965-7452
282504662754848917	European journal of protistology	0932-4739
282504662754848918	European journal of psychotraumatology	2000-8066
282504662754848919	European journal of public health	1101-1262
282504662754848920	European journal of radiology	0720-048X
282504662754848921	European journal of respiratory diseases	0106-4339
282504662754848922	European journal of respiratory diseases. Supplement	0106-4347
282504662754848923	European journal of rheumatology and inflammation	0140-1610
282504662754848924	European journal of sport science	1536-7290
282504662754848925	The European journal of surgery = Acta chirurgica	1102-4151
282504662754848926	European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology	0748-7983
282504662754848927	The European journal of surgery. Supplement. : = Acta chirurgica. Supplement	1102-416X
282504662754848928	European journal of toxicology	0021-8219
282504662754848929	European journal of toxicology and environmental hygiene. Journal européen de toxicologie	0397-4693
282504662754848930	European journal of toxicology and hygiene of environment	0398-8023
282504662754848931	European journal of trauma and emergency surgery : official publication of the European Trauma Society	1863-9933
282504662754848932	European journal of ultrasound : official journal of the European Federation of Societies for Ultrasound in Medicine and Biology	0929-8266
282504662754848933	European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery	1078-5884
282504662754848934	European journal of vascular surgery	0950-821X
282504662754848935	Europa medica. [Edición española]	0375-8869
282504662754848936	European neurology	0014-3022
282504662754848937	European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology	0924-977X
282504662754848938	The European physical journal. E, Soft matter	1292-8941
282504662754848939	European psychiatry : the journal of the Association of European Psychiatrists	0924-9338
282504662754848941	European radiology	0938-7994
282504662754848942	European radiology experimental	2509-9280
282504662754848943	The European respiratory journal	0903-1936
282504662754848944	The European respiratory journal. Supplement	0904-1850
282504662754848945	European respiratory review : an official journal of the European Respiratory Society	0905-9180
282504662754848946	European review for medical and pharmacological sciences	1128-3602
282504662754848947	European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society	0940-6719
282504662754848948	European stroke journal	2396-9873
282504662754848949	European surgical research. Europäische chirurgische Forschung. Recherches chirurgicales européennes	0014-312X
282504662754848950	European thyroid journal	2235-0640
282504662759043073	European urology	0302-2838
282504662759043074	European urology focus	2405-4569
282504662759043075	European urology oncology	2588-9311
282504662759043076	Europa medicophysica	0014-2573
282504662759043077	EURO reports and studies	0250-8710
282504662759043078	Euro surveillance : bulletin Européen sur les maladies transmissibles = European communicable disease bulletin	1025-496X
282504662759043079	EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology	1774-024X
282504662759043080	Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology	1099-5129
282504662759043081	Evaluation & the health professions	0163-2787
282504662759043082	Evaluation and program planning	0149-7189
282504662759043083	Evaluation review	0193-841X
282504662759043084	Evaluation	0090-4449
282504662759043086	Evidence-based cardiovascular medicine	1361-2611
282504662759043087	Evidence-based child health : a Cochrane review journal	1557-6272
282504662759043088	Evidence-based dentistry	1462-0049
282504662759043089	Evidence-based medicine	1356-5524
282504662759043090	Evidence-based mental health	1362-0347
282504662759043091	Evidence-based nursing	1367-6539
282504662759043092	Evidence report/technology assessment	1530-4396
282504662759043093	Evidence report/technology assessment (Summary)	1530-440X
282504662759043094	Evolutionary anthropology	1060-1538
282504662759043095	Evolutionary computation	1063-6560
282504662759043096	Evolution & development	1520-541X
282504662759043097	L' Evolution médicale	0014-3847
282504662759043098	L' Evolution psychiatrique	0014-3855
282504662759043099	Evolutionary psychology : an international journal of evolutionary approaches to psychology and behavior	1474-7049
282504662759043100	Evolution; international journal of organic evolution	0014-3820
282504662759043101	Exceptional children	0014-4029
282504662759043102	Excerpta medica. Section 13, Dermatology and venereology	0014-4177
282504662759043103	Excerpta medica. Section 12, Ophthalmology	0014-4169
282504662759043104	Excerpta medica. Section 28, Urology and nephrology	0014-4320
282504662759043105	Excerpta medica. Section 9, Surgery	0014-4134
282504662759043106	Excerpta medica. Section 15, Chest diseases	0920-4334
282504662759043107	Excerpta medica. Section 20, Gerontology and geriatrics	0014-424X
282504662759043108	Executive housekeeping today	0738-6583
282504662759043109	Executive housekeeper	0014-455X
282504662759043110	Executive solutions for healthcare management	1099-193X
282504662759043111	Exercise immunology review	1077-5552
282504662759043112	Exercise and sport sciences reviews	0091-6331
282504662759043113	Experimental aging research	0361-073X
282504662759043114	Experimental animals	0007-5124
282504662759043115	Experimental & applied acarology	0168-8162
282504662759043116	Experimental biology	0176-8638
282504662759043117	Experimental biology and medicine	0071-3384
282504662759043118	Experimental biology and medicine (Maywood, N.J.)	1535-3699
282504662759043119	Experimental brain research	0014-4819
282504662759043120	Experimental cell biology	0304-3568
282504662759043121	Experimental cell research	0014-4827
282504662759043122	Experimental cell research. Supplement	0099-9539
282504662759043123	Experimental and clinical endocrinology	0232-7384
282504662759043124	Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association	0947-7349
282504662759043125	Experimental and clinical immunogenetics	0254-9670
282504662759043126	Experimental and clinical psychopharmacology	1064-1297
282504662759043127	Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation	1304-0855
282504662759043128	Experimental dermatology	0906-6705
282504662759043129	Experimental diabesity research	1543-8600
282504662759043130	Experimental diabetes research	1687-5214
282504662759043131	Experimental embryology and teratology	0306-2090
282504662759043132	Experimental eye research	0014-4835
282504662759043133	Experimental gerontology	0531-5565
282504662759043134	Experimental hematology	0301-472X
282504662759043135	Experimental lung research	0190-2148
282504662759043136	Experimentelle Medizin, Pathologie und Klinik	0071-3430
282504662759043137	Experimental medicine and surgery	0014-4878
282504662759043138	Experimental & molecular medicine	1226-3613
282504662759043139	Experimental and molecular pathology	0014-4800
282504662759043140	Experimental and molecular pathology. Supplement	0531-5522
282504662759043141	Experimental mycology	0147-5975
282504662759043142	Experimental nephrology	1018-7782
282504662759043143	Experimental neurology	0014-4886
282504662759043144	Experimental neurology. Supplement	0531-559X
282504662759043145	Experimental oncology	1812-9269
282504662759043146	Experimental parasitology	0014-4894
282504662759043147	Experimental pathology	0232-1513
282504662759043148	Experimentelle Pathologie	0014-4908
282504662759043149	Experimentelle Pathologie. Supplement = Experimental pathology. Supplement	0323-6102
282504662759043150	Experimental pathology. Supplement	0232-2862
282504662759043151	Experimental physiology	0958-0670
282504662759043152	Experimental psychology	1618-3169
282504662759043153	Experientia supplementum (2012)	1664-431X
282504662759043154	Experimental and toxicologic pathology : official journal of the Gesellschaft für Toxikologische Pathologie	0940-2993
282504662759043155	Experientia	0014-4754
282504662759043156	Experientia. Supplementum	0071-335X
282504662759043157	Expert opinion on biological therapy	1471-2598
282504662759043158	Expert opinion on drug delivery	1742-5247
282504662759043159	Expert opinion on drug discovery	1746-0441
282504662759043160	Expert opinion on drug metabolism & toxicology	1742-5255
282504662759043161	Expert opinion on drug safety	1474-0338
282504662759043162	Expert opinion on emerging drugs	1472-8214
282504662759043163	Expert opinion on investigational drugs	1354-3784
282504662759043164	Expert opinion on medical diagnostics	1753-0059
282504662759043165	Expert opinion on pharmacotherapy	1465-6566
282504662759043166	Expert opinion on therapeutic patents	1354-3776
282504662759043167	Expert opinion on therapeutic targets	1472-8222
282504662759043168	Expert review of anti-infective therapy	1478-7210
282504662759043169	Expert review of anticancer therapy	1473-7140
282504662759043170	Expert review of cardiovascular therapy	1477-9072
282504662759043171	Expert review of clinical immunology	1744-666X
282504662759043172	Expert review of clinical pharmacology	1751-2433
282504662759043173	Expert review of endocrinology & metabolism	1744-6651
282504662759043174	Expert review of gastroenterology & hepatology	1747-4124
282504662759043175	Expert review of hematology	1747-4094
282504662759043176	Expert review of medical devices	1743-4440
282504662759043177	Expert review of molecular diagnostics	1473-7159
282504662759043178	Expert reviews in molecular medicine	1462-3994
282504662759043179	Expert review of neurotherapeutics	1473-7175
282504662759043180	Expert review of pharmacoeconomics & outcomes research	1473-7167
282504662759043181	Expert review of proteomics	1478-9450
282504662759043182	Expert review of respiratory medicine	1747-6348
282504662759043183	Expert review of vaccines	1476-0584
282504662759043184	Explore (New York, N.Y.)	1550-8307
282504662759043187	Exposés annuels de biochimie médicale	0300-9076
282504662759043188	EXS	1023-294X
282504662759043189	Extremophiles : life under extreme conditions	1431-0651
282504662759043190	Eye (London, England)	0950-222X
282504662759043191	Eye & contact lens	1542-2321
282504662759043192	Eye, ear, nose & throat monthly	0014-5491
282504662759043193	Eye science	1000-4432
282504662759043194	F&S science	2666-335X
282504662759043195	F1000Research	2046-1402
282504662759043196	Fa yi xue za zhi	1004-5619
282504662759043200	Facial orthopedics and temporomandibular arthrology	0749-0399
282504662759043201	Facial plastic surgery : FPS	0736-6825
282504662759043202	Facial plastic surgery & aesthetic medicine	2689-3614
282504662759043203	Facial plastic surgery clinics of North America	1064-7406
282504662759043206	Fag tidsskriftet sykepleien	0802-9768
282504662759043207	Familial cancer	1389-9600
282504662759043208	Family & community health	0160-6379
282504662759043209	Family health	0014-7249
282504662759043210	Family medicine	0742-3225
282504662759043211	Family medicine and community health	2305-6983
282504662759043212	Family planning	0014-7338
282504662759043213	Family planning perspectives	0014-7354
282504662759043214	Family practice	0263-2136
282504662759043215	Family practice management	1069-5648
282504662759043216	Family practice research journal	0270-2304
282504662759043217	Family process	0014-7370
282504662759043218	Families, systems & health : the journal of collaborative family healthcare	1091-7527
282504662759043219	FAO food and nutrition paper	0254-4725
282504662759043220	FAO food and nutrition series	1014-3181
282504662759043221	FAO nutrition meetings report series	0071-707X
282504662759043222	FAO nutritional studies	0071-7088
282504662759043223	Faraday discussions	1359-6640
282504662759043224	Faraday discussions of the Chemical Society	0301-7249
282504662759043225	Farmaceutski glasnik	0014-8202
282504662759043226	Farmacia hospitalaria : órgano oficial de expresión científica de la Sociedad Española de Farmacia Hospitalaria	1130-6343
282504662759043227	Farmacia nueva	0367-2689
282504662759043228	Farmaceutický obzor	0014-8172
282504662759043229	Farmacja polska	0014-8261
282504662759043230	Farmacia y química	0367-2727
282504662759043231	Farmacevtisk revy	0014-8210
282504662759043232	Farmaceutisk tidende	0367-1720
282504662759043233	Farmacevtski vestnik	0014-8229
282504662759043234	Farmatsevtychnyĭ zhurnal	0367-3057
282504662759043237	Farmaco (Società chimica italiana : 1989)	0014-827X
282504662759043238	Il Farmaco; edizione pratica	0430-0912
282504662759043239	Il Farmaco; edizione scientifica	0430-0920
282504662759043243	Farmakologiia i toksikologiia	0014-8318
282504662759043244	Farmakoterapi	0014-8326
282504662759043245	Farmalecta	0325-8300
282504662759043246	Farmat︠s︡ii︠a︡	0367-3014
282504662759043248	Farmatsiia	0428-0296
282504662759043249	FASEB journal : official publication of the Federation of American Societies for Experimental Biology	0892-6638
282504662759043250	Fasett	0802-6939
282504662759043252	Faulkner & Gray's medicine & health	1047-8892
282504662759043253	FDA consumer	0362-1332
